1,31345394067.0
2,17440076397.267002
3,17266047289.95198
4,17193952745.420025
5,17122033655.942324
6,17060911925.28305
7,16987862739.051514
8,16913443271.34522
9,16897553365.703888
10,16896363040.367
11,16896172747.875353
12,16896125421.792864
13,16896113215.381025
14,16896111581.634647
